Article Name,Accessibility Score,Metadata Score,Search Engine Visibility Score,Sharability Score,Indexing Score,Overall Score,Website Link,Article Type,Source,Year,Keywords Used,,,,,,,,
POLLINATOR MANAGEMENT FOR APPLE GROWERS,3,1,2,1,2,2.1,https://gratton.entomology.wisc.edu/2016/11/01/pollinator-management-for-apple-growers/,Educational Institution,University of Wisconsin,2016,wild bees,farm,apple,native pollinators,,,,,
"Pollinator Refuge Establishment and Conservation Value: Impacts of Seedbed Preparations, Seed Mixtures, and Herbicides",3,1,3,3,3,2.6,https://journals.ashs.org/hortsci/view/journals/hortsci/54/3/article-p445.xml,Scientific article,HortScience,2019,wild bees,herbicides,native pollinators,,,,,,
Pollinators enhance the production of a superior strawberry – A global review and meta-analysis,3,2,3,3,3,2.8,https://www.sciencedirect.com/science/article/pii/S0167880923004747,Scientific article,Agriculture ecosystems and environment,2024,Wild bees,farm,strawberry,,,,,,
Poor Pollination in Raspberries,1,1,1,1,1,1.0,https://ucanr.edu/blogs/blogcore/postdetail.cfm?postnum=2739,Educational Institution,University of California,2010,wild bees,farm,raspberry,native pollinators,,,,,
Positive effects of the pollinators Osmia cornuta (Megachilidae) and Lucilia sericata (Calliphoridae) on strawberry quality,1,3,2,2,3,1.9,https://link.springer.com/article/10.1007/s11829-018-9636-7,Scientific article,Arthropod-plant interactions,2019,Wild bees,farm,strawberry,native pollinators,,,,,
Potential of Ants as Raspberry Pollinators,2,3,3,1,3,2.4,https://agris.fao.org/search/en/providers/122601/records/67489fc57625988a371e728f,Educational Institution,University of Helsinki,2023,Wild bees,farm,raspberry,native pollinators,,,,,
Precision management of pollination services to blueberry crops,3,2,2,2,3,2.5,https://www.nature.com/articles/s41598-021-00068-1,Scientific article,Nature,2021,Wild bees,farm,fungicide,blueberry,,,,,
Prioritizing pollinators over pests: wild bees are more important than beetle damage for watermelon yield,3,3,2,3,3,2.8,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2022.1279,Scientific article,Proceedings of the Royal Society B,2022,Wild bees,Integrated Pest Management,apple,native pollinators,,,,,
Protecting pollinators from pesticides in apples,3,1,2,1,2,2.1,https://www.pollinator.org/pollinator.org/assets/generalFiles/Apple-Pollinator-Guide-English.pdf,Non-Profit,Pollinator Partnership Canada,2022,wild bees,farm,apple,native pollinators,,,,,
Protection of wild pollinators in the pesticide risk assessment and management,3,2,2,1,3,2.4,https://www.bmuv.de/fileadmin/Daten_BMU/Pools/Forschungsdatenbank/fkz_3715_64_409_schutz_bestaeuber_bf.pdf,Government,"Environmental Research of the Federal Ministry for the Environment, Nature Conservation, BUilding and Nuclear Safety",2018,wild bees,pesticides,fruit,Great Lakes,,,,,
Provide Nesting Habitat for Native Bees Through Plant Stems in Your Garden,3,1,2,3,2,2.3,https://growingsmallfarms.ces.ncsu.edu/growingsmallfarms-stems-for-bees/,Educational Institution,NC State Extension,,Wild bees,farm,native pollinators,,,,,,
Putting pesticides on the map for pollinator research and conservation,3,2,2,2,3,2.5,https://www.nature.com/articles/s41597-022-01584-z,Scientific article,Scientific Data,2022,wild bees,pesticides,fruit,Midwest,,,,,
Quantifying the impact of pesticides on learning and memory in bees,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13193,Scientific article,Journal of Applied Ecology,2018,wild bees,pesticides,native pollinators,,,,,,
Reconstruction of Pollinator Communities on Restored Prairies in Eastern Minnesota,3,2,2,1,3,2.4,https://files.dnr.state.mn.us/eco/nongame/projects/consgrant_reports/1993/1993_reed.pdf,Educational Institution,University of Minnesota,1993,wild bees,pesticides,fruit,Minnesota,,,,,
Redesign of a Commercial Cranberry Bog to Promote Bombus Mutualism,3,2,2,3,3,2.6,https://er.uwpress.org/content/40/2/147.short?casa_token=HNk76D7tqQcAAAAA:rId0kCmERngBErXqK-XIt9Q_e6QmfGHHbnAi6odV8Jf78W2gCxs9xrWlV5XyljnpFBbKfLLtZvk,Scientific article,Ecological Restoration,2022,wild bees,fungicide,cranberry,native pollinators,,,,,
Reduced species richness of native bees in field margins associated with neonicotinoid concentrations in non-target soils,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0167880919303093?casa_token=su4jfdTNA04AAAAA:MgwRGWln96B7g6pM3WYb5YVOYYE-OODqCeiorRk9oXZLzHeKfNu-xcl3-CV7uoISI8ULmP8H-Min,Scientific article,"Agriculture, Ecosystems & Environment",2020,wild bees,fungicide,pesticides,blueberry,fruit,Midwest,,,
"Reducing overall herbicide use may reduce risks to humans but increase toxic loads to honeybees, earthworms and birds",3,3,2,3,3,2.8,https://link.springer.com/article/10.1186/s12302-022-00622-2,Scientific article,Environmental Sciences Europe,2022,wild bees,herbicides,Iowa,native pollinators,,,,,
Resampling of wild bees across fifteen years reveals variable species declines and recoveries after extreme weather,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S0167880921001742?casa_token=b097jFs08Z0AAAAA:m7IIxcL7GijOr_sHhyH1G4V3abDMZwz8OrSxKyfkdKjZhvG7gd4BKSIhBoAAfh_lmrBn0U6Vb2Pd,Scientific article,"Agriculture, Ecosystems & Environment",2021,wild bees,pesticides,herbicides,fruit,Great Lakes,Midwest,,,
Research helps Wisconsin cranberry growers identify effects from pollinators,3,1,2,1,2,2.1,https://www.wpr.org/agriculture/research-helps-wisconsin-cranberry-growers-identify-effects-pollinators,Government,Wisconsin Public Radio,2023,wild bees,farm,crannberry,native pollinators,,,,,
Researchers Investigate Health Impacts of Residual Pesticides on Wild Bees,3,2,2,3,2,2.5,https://news.uark.edu/articles/59296/researchers-investigate-health-impacts-of-residual-pesticides-on-wild-bees,Educational Institution,University of Arkansas,2022,Wild bees,farm,native pollinators,,,,,,
Resouces for growers,3,1,1,2,2,2.0,https://icpbees.org/tools-for-growers/,Government,ICP Bees,,Wild bees,farm,native pollinators,,,,,,
Response of Wild Bees (Hymenoptera: Apoidea: Anthophila) to Surrounding Land Cover in Wisconsin Pickling Cucumber,3,3,3,3,3,3.0,https://academic.oup.com/ee/article/41/3/532/360217,Scientific article,Environmental Entomology,2012,Wild bees,honey bee,herbicides,farm,apple,cucumber,Midwest,Wisconsin,
Return of the Natives: How Wild Bees Will Save Our Agricultural System,3,1,2,1,2,2.1,https://www.scientificamerican.com/article/return-of-the-natives-how-wild-bees-will-save-our-agricultural-system/,For-Profit,Scientific American,2013,wild bees,farm,fruit,native pollinators,,,,,
Role and Economic Benefits of Honey bees’ Pollination on Fruit Yield of Wild Apple (Malus sylvestris (L.) Mill.) in Central Highlands of Ethiopia,1,2,2,3,3,1.8,https://www.tandfonline.com/doi/full/10.1080/0005772X.2018.1522834?casa_token=5rGQq43JKa8AAAAA:0YBWmTQZtjqtcI2ytb0HwLdE-mjmEs3PHJo1OWthFqj6qiAVMKN0GcpWboPDmSm7C_C8ZbY5OZEDrrk,Scientific article,Bee World,2018,Wild bees,farm,fruit,native pollinators,,,,,
Scale-dependent effectiveness of on-field vs. off-field agri-environmental measures for wild bees,3,3,2,3,3,2.8,https://www.sciencedirect.com/science/article/pii/S1439179122000408,Scientific article,Basic and Applied Ecology,2022,Wild bees,farm,native pollinators,,,,,,
Seasonal complementary in pollinators of soft-fruit crops,1,3,2,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S1439179116300901?casa_token=ZVhY9LiTYOUAAAAA:eFSzzuQTjoiLZpHpbfwnEMF5gdRpN8-l_DlA46ypyxVZQR7Ob32filJ_-4YxaD6mLSvlMdDuCbxU,Scientific article,Basic and Applied Ecology,2017,Wild bees,farm,fruit,native pollinators,,,,,
Seasonal Occurrence of Key Arthropod Pests and Beneficial Insects in Michigan High Tunnel and Field Grown Raspberries,1,3,2,3,3,2.0,https://academic.oup.com/ee/article/47/3/567/4939223,Scientific article,Environmental Entomology,2018,Wild bees,farm,raspberry,native pollinators,,,,,
Seeking Native Bees,3,1,2,1,2,2.1,https://ucanr.edu/sites/alternativefruits/?blogpost=29439&blogasset=13397,Educational Institution,University of California Agriculture and Natural Resources,2019,wild bees,farm,fruit,native pollinators,,,,,
Selecting plants for pollinators,3,1,2,1,2,2.1,https://www.pollinator.org/PDFs/Guides/PrairieParklandrx12FINAL.pdf,Non-Profit,Pollinator Partnership & NAPPC,Not listed,wild bees,farm,fruit,Midwest,,,,,
Silent Spring at 60: Assessing environmentalism in the cranberry treadmill of production in Massachusetts,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0743016722002388?casa_token=N-YOFyjL8qIAAAAA:pTcsPBbWyzEAuleNnm8z4xWeFIoIAzfnM9EspI0xEjOEercXl8HeS5LynB_KQ3_-bYsWqL0OZOEN,Scientific article,Journal of Rural Studies,2022,wild bees,fungicide,cranberry,native pollinators,,,,,
Single and combined exposure to ‘bee safe’ pesticides alter behaviour and offspring production in a ground-nesting solitary bee (Xenoglossa pruinosa),3,3,2,3,3,2.8,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2023.2939,Scientific article,Proceedings of the Royal Society B,2024,wild bees,fungicide,pesticides,blueberry,,,,,
"Small Farms, Big Impact: Pollinator Habitat In The Midwest",3,1,2,3,2,2.3,https://xerces.org/blog/small-farms-big-impact-pollinator-habitat-in-midwest,Non-Profit,Xerces Society,2017,wild bees,farm,fruit,Midwest,,,,,
Socioecological Factors and Farmer Perceptions Impacting Pesticide Use and Pollinator Conservation on Cucurbit Farms,3,3,2,3,3,2.8,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2021.672981/full,Scientific article,Frontiers in Sustainable Food Systems,2021,wild bees,pesticides,fruit,Midwest,,,,,
Southeastern blueberry bees,3,1,2,3,2,2.3,https://www.flawildflowers.org/know-your-native-pollinators-blueberry-bees/,Government,Florida Wildflower Foundation,2018,wild bees,farm,blueberry,native pollinators,,,,,
Sown flower strips in southern Sweden increase abundances of wild bees and hoverflies in the wider landscape,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0006320715000026?casa_token=GOPGclXuX8MAAAAA:yaRkWCfMPB_dLc7t2VSIOnN4GCSbgW0f4RoxH04Yf_i7p1_clfuJWDO4n0qnIiFQ9a7vUa2wCscU,Scientific article,Biological Conservation,2015,Wild bees,Extension,native pollinators,,,,,,
"Species richness of wild bees, but not the use of managed honeybees, increases fruit set of a pollinator-dependent crop",3,2,3,3,3,2.8,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.12377,Scientific article,Journal of Applied Ecology,2014,wild bees,farm,apple,fruit,,,,,
Spontaneous flowering vegetation favours hoverflies and parasitoid wasps in apple orchards but has low cascading effects on biological pest control,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0167880923004255?casa_token=ID5nePHIDGsAAAAA:wuhGT7vEqFy2o2BbO_rmPNO69xkn5hQJZydZI18jJvzbMUUYmZBb9cRwJsIj-P1BLyR6b0QVdFYG,Scientific article,"Agriculture, Ecosystems & Environment",2024,Wild bees,IPM,herbicides,apple,,,,,
Stingless bees further improve apple pollination and production,3,2,2,2,3,2.5,https://www.pollinationecology.org/index.php/jpe/article/view/309,Scientific article,Journal of pollination ecology,2014,Wild bees,farm,apple,native pollinators,,,,,
Strategy for conservation of wild bees in an agricultural landscape,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/abs/pii/016788099290091O,Scientific article,"Agriculture, Ecosystems & Environment",1992,Wild bees,farm,,,,,,,
"Sublethal effects of herbicides clethodim, haloxyfop-P-methyl, and their mixture on honey bee health",,3,2,2,3,1.5,https://link.springer.com/article/10.1007/s13592-022-00982-x,Scientific article,Apidologie,2022,wild bees,herbicides,native pollinators,,,,,,
Sulfoxaflor insecticide and azoxystrobin fungicide have no major impact on honeybees in a realistic-exposure semi-field experiment,3,3,2,3,3,2.8,https://www.sciencedirect.com/science/article/pii/S0048969721011517,Scientific article,Science of the Total Environment,2021,wild bees,fungicide,native pollinators,,,,,,
Supplemental feeding solutions do not improve honey bee (Hymenoptera: Apidae) foraging on cranberry (Vaccinium macrocarpon),1,3,2,3,3,2.0,https://www.tandfonline.com/doi/full/10.1080/00218839.2020.1716472?casa_token=bV0_ajttBzkAAAAA%3ADH0X-ee4w1GlXmH5m-GPI-xp1JSVziU5U3acfgSvEmssMLcq2F_SZ17xWXtX7MbY89dFm4DQr2qtDp0,Scientific article,Journal of Apicultural Research,2022,Wild bees,farm,crannberry,native pollinators,,,,,
Supporting Native Bees: Our Essential Pollinators,3,1,2,1,2,2.1,https://learningstore.extension.wisc.edu/products/supporting-native-bees-our-essential-pollinators-p1629,Educational Institution,UW Extension,2012,Wild bees,farm,native pollinators,,,,,,
Supporting wild pollinators in a temperate agricultural landscape: Maintaining mosaics of natural features and production,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S0006320712001097?casa_token=1qAwVBnozEkAAAAA:lKUQj8yoh2QDeAVrjQKHjiBFUcmoi1wh45Jkl2BaLE45NYxoqV3BKkXT5QfHA0WFrSTo_5WKQZjW,Scientific article,Biological Conservation,2012,Wild bees,Extension,native pollinators,,,,,,
Synergism between local- and landscape-level pesticides reduces wild bee floral visitation in pollinator-dependent crops,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13871,Scientific article,Journal of Applied Ecology,2021,Wild bees,Integrated Pest Management,native pollinators,sustainable farming,,,,,
Synergistic negative effects between a fungicide and high temperatures on homing behaviours in honeybees,3,3,2,3,3,2.8,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2024.0040?casa_token=Hk7Khvo1tkcAAAAA%3AnsSp2rH-vKy46MzZ4juJCRjXc7swUJ8IpNAx7eTT9eiLRK2qSyp2eDW2dGcQ2vqL-y6Nnbp4nrfr3KyO,Scientific article,Proceedings of the Royal Society B,2024,wild bees,herbicides,native pollinators,,,,,,
Syrphine hoverflies are effective pollinators of commercial strawberry,3,2,2,2,3,2.5,https://pollinationecology.org/index.php/jpe/article/view/470,Scientific article,Journal of pollination ecology,2018,Wild bees,farm,strawberry,native pollinators,,,,,
Systematic review of residual toxicity studies of pesticides to bees and veracity of guidance on pesticide labels,3,2,2,3,3,2.6,https://peerj.com/articles/16672/,Scientific article,PeerJ,2024,wild bees,pesticides,native pollinators,,,,,,
Systemic pesticides in a solitary bee pollen food store affect larval development and increase pupal mortality,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0048969724001827?casa_token=zAxfnlKsbOMAAAAA:EyDTx3BhOqncQ-3_S9IZlbjzN-gvwFOp-M88GsFeK54YVScSyi2m9jUk4yl5OFq4X_5lJ3MKHm-5,Scientific article,Science of the Total Environment,2024,wild bees,fungicide,pesticides,herbicides,apple,,,,
TB191: Conservation and Management of Native Bees in Cranberry,3,1,2,1,3,2.2,https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=1017&context=aes_techbulletin,Educational Institution,University of Maine,2005,wild bees,farm,raspberry,native pollinators,,,,,
The active ingredients of a mitotoxic fungicide negatively affect pollen consumption and worker survival in laboratory-reared honey bees (Apis mellifera),3,3,2,3,3,2.8,https://www.sciencedirect.com/science/article/pii/S0147651321009532,Scientific article,Ecotoxicology and Environmental Safety,2021,wild bees,fungicide,native pollinators,,,,,,
The best wildflowers for wild bees,3,3,2,3,3,2.8,https://link.springer.com/article/10.1007/s10841-019-00180-8,Scientific article,Journal of Insect Conservation,2019,Wild bees,farm,native pollinators,,,,,,
The Blight of the Bumblebee: How Federal Conservation Efforts and Pesticide Regulations Inadequately Protect Invertebrate Pollinators from Pesticide Toxicity,1,1,2,3,3,1.6,https://heinonline.org/HOL/LandingPage?handle=hein.journals/jfool13&div=30&id=&page=,Scientific article,Journal of Food Literature & Policy,2017,wild bees,pesticides,fruit,Midwest,Iowa,,,,
The Blueberry Fruit Mycobiome Varies by Tissue Type and Fungicide Treatment,3,3,2,3,3,2.8,https://apsjournals.apsnet.org/doi/full/10.1094/PBIOMES-04-22-0028-FI,Scientific article,APS Publications,2023,wild bees,fungicide,blueberry,native pollinators,,,,,
The conservation and restoration of wild bees,1,2,2,3,3,1.8,https://nyaspubs.onlinelibrary.wiley.com/doi/full/10.1111/j.1749-6632.2010.05449.x?casa_token=O6PXH82ReAgAAAAA%3ABD542jxLgjHhWA3Hratz8pvMZjn_KaXXer85z1It7nREto3oiPZKVUjEDZh3yclvCYtOFazjPuBVqpCgrQ,Scientific article,Annals of the New York Academy of Sciences,2010,Wild bees,IPM,pesticides,farm,fruit,,,,
The costs and benefits of pollinator dependence: empirically based simulations predict raspberry fruit quality,1,2,2,2,3,1.7,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/eap.1720?casa_token=kQLdpRLUjIYAAAAA%3Ap4Z61CE4G-O82HUcZ7fAI94Psh9-WiLes3FjcUB2KyFJQZxLt7Sq418Cc7Beei5jy84ZNJwMSN3pXiKK2w,Scientific article,Ecological Applications,2018,Wild bees,farm,raspberry,native pollinators,,,,,
The Ecology of Autogamy in Wild Blueberry (Vaccinium angustifolium Aiton): Does the Early Clone Get the Bee?,3,3,2,3,3,2.8,https://www.mdpi.com/2073-4395/10/8/1153,Scientific article,Agronomy,2020,wild bees,fungicide,blueberry,native pollinators,,,,,
